Transcript stable ID,Transcript stable ID version,CDS Length,Gene name
ENST00000286201,ENST00000286201.3,1725,FZD7
ENST00000457352,ENST00000457352.4,,NSUN5P2
ENST00000663832,ENST00000663832.1,,
ENST00000371211,ENST00000371211.7,1065,OPN5
ENST00000563116,ENST00000563116.1,,
ENST00000564505,ENST00000564505.1,,
ENST00000602348,ENST00000602348.5,,NSUN5P2
ENST00000615100,ENST00000615100.1,,
ENST00000615315,ENST00000615315.2,219,C12orf76
ENST00000304987,ENST00000304987.4,2781,SIK2
ENST00000363470,ENST00000363470.1,,RNU1-105P
ENST00000425960,ENST00000425960.1,,
ENST00000411392,ENST00000411392.1,,RN7SKP273
ENST00000381774,ENST00000381774.9,945,CPPED1
ENST00000549953,ENST00000549953.1,,CAPS2-AS1
ENST00000368851,ENST00000368851.10,1548,SLC16A10
ENST00000549521,ENST00000549521.1,,CCNG2P1
ENST00000580978,ENST00000580978.1,,MIR4718
ENST00000564016,ENST00000564016.1,,
ENST00000569407,ENST00000569407.1,,
ENST00000364056,ENST00000364056.1,,RNU6-960P
ENST00000425364,ENST00000425364.1,,MFSD4B-DT
ENST00000362604,ENST00000362604.1,,
ENST00000310373,ENST00000310373.7,1863,GP6
ENST00000468671,ENST00000468671.1,,RPL35AP34
ENST00000293549,ENST00000293549.4,1113,WNT1
ENST00000692032,ENST00000692032.1,690,BTG4
ENST00000292591,ENST00000292591.12,1647,MGAT4B
ENST00000608210,ENST00000608210.5,,STAG3L3
ENST00000558583,ENST00000558583.3,1275,SHISA9
ENST00000402868,ENST00000402868.8,1059,KMT5A
ENST00000585492,ENST00000585492.1,,
ENST00000571939,ENST00000571939.1,,
ENST00000375618,ENST00000375618.9,510,HOATZ
ENST00000671876,ENST00000671876.2,1557,MFSD4B
ENST00000452313,ENST00000452313.6,1245,NPIPB7
ENST00000436857,ENST00000436857.5,,
ENST00000607386,ENST00000607386.1,,
ENST00000280734,ENST00000280734.3,723,TMEM86A
ENST00000415061,ENST00000415061.8,996,RDH13
ENST00000415822,ENST00000415822.8,1398,MFSD1
ENST00000348066,ENST00000348066.8,3609,CAMTA2
ENST00000622110,ENST00000622110.5,,STAG3L2
ENST00000566780,ENST00000566780.6,1245,WWOX
ENST00000408467,ENST00000408467.1,,MIR1229
ENST00000513874,ENST00000513874.6,3981,IGSF22
ENST00000576752,ENST00000576752.1,,
ENST00000617935,ENST00000617935.1,,MIR6864
ENST00000614295,ENST00000614295.1,,MIR6865
ENST00000430920,ENST00000430920.1,,
ENST00000684867,ENST00000684867.1,,
ENST00000575985,ENST00000575985.1,,CAMTA2-AS1
ENST00000650988,ENST00000650988.1,,
ENST00000401041,ENST00000401041.6,1698,MIER1
ENST00000465477,ENST00000465477.5,,
ENST00000527285,ENST00000527285.1,,IGSF22-AS1
ENST00000460866,ENST00000460866.1,,RPL35AP9
ENST00000416371,ENST00000416371.1,,
ENST00000606839,ENST00000606839.1,,
ENST00000607044,ENST00000607044.1,,
ENST00000498175,ENST00000498175.1,,GPR79
ENST00000624004,ENST00000624004.1,,
ENST00000566201,ENST00000566201.6,,
ENST00000403974,ENST00000403974.6,,PMS2CL
ENST00000397809,ENST00000397809.10,2106,CEP83
ENST00000397832,ENST00000397832.7,339,IQCJ
ENST00000569528,ENST00000569528.4,,ANKRD26P1
ENST00000362578,ENST00000362578.1,,RNU6-845P
ENST00000565911,ENST00000565911.2,,
ENST00000568014,ENST00000568014.1,,
ENST00000471889,ENST00000471889.7,2247,SLC45A1
ENST00000486256,ENST00000486256.5,,
ENST00000583286,ENST00000583286.1,,MIR3919
ENST00000462872,ENST00000462872.1,,RPS2P19
ENST00000657094,ENST00000657094.1,,
ENST00000485389,ENST00000485389.1,,C9orf78P1
ENST00000460574,ENST00000460574.1,,IQCJ-SCHIP1-AS1
ENST00000320785,ENST00000320785.10,3312,KIF1C
ENST00000516954,ENST00000516954.1,,RNU2-31P
ENST00000435988,ENST00000435988.1,,NCF1B
ENST00000394252,ENST00000394252.4,735,METTL7B
ENST00000438266,ENST00000438266.1,,KIF1C-AS1
ENST00000423083,ENST00000423083.1,,NCF1B
ENST00000254853,ENST00000254853.10,1347,SLC52A1
ENST00000449689,ENST00000449689.2,,GTF2IRD2P1
ENST00000303383,ENST00000303383.8,2019,SHCBP1
ENST00000389805,ENST00000389805.9,1323,SQSTM1
ENST00000576545,ENST00000576545.1,,
ENST00000574352,ENST00000574352.1,,ZFP3-DT
ENST00000620147,ENST00000620147.4,,
ENST00000574180,ENST00000574180.1,,
ENST00000318833,ENST00000318833.4,1509,ZFP3
ENST00000561790,ENST00000561790.1,,RAB43P1
ENST00000566702,ENST00000566702.1,,
ENST00000445224,ENST00000445224.6,735,SCHIP1
ENST00000452026,ENST00000452026.1,,CCT6P3
ENST00000426828,ENST00000426828.5,,CCT6P3
ENST00000471921,ENST00000471921.2,,LINC01100
ENST00000358540,ENST00000358540.7,1698,PTPN5
ENST00000368802,ENST00000368802.8,9393,REV3L
ENST00000345540,ENST00000345540.10,1029,KIR2DL4
ENST00000614592,ENST00000614592.4,,GTF2IP1
ENST00000622495,ENST00000622495.5,1866,FBXO21
ENST00000657264,ENST00000657264.1,,
ENST00000418424,ENST00000418424.2,,
ENST00000611319,ENST00000611319.1,,MRGPRX8P
ENST00000647241,ENST00000647241.1,,LINC03006
ENST00000607434,ENST00000607434.1,,
ENST00000524957,ENST00000524957.1,,MRGPRX7P
ENST00000406490,ENST00000406490.1,,FCF1P5
ENST00000411895,ENST00000411895.1,,REV3L-IT1
ENST00000525272,ENST00000525272.1,,
ENST00000406170,ENST00000406170.1,,BRD7P4
ENST00000527164,ENST00000527164.1,,MRGPRX6P
ENST00000633579,ENST00000633579.1,,LINC03006
ENST00000299138,ENST00000299138.12,2391,VPS35
ENST00000532712,ENST00000532712.1,,MRGPRX5P
ENST00000528646,ENST00000528646.1,,
ENST00000531736,ENST00000531736.1,,MRGPRX11P
ENST00000527463,ENST00000527463.1,,MRGPRX10P
ENST00000532323,ENST00000532323.1,,MRGPRX9P
ENST00000369415,ENST00000369415.9,1203,RRAGD
ENST00000593820,ENST00000593820.1,,IGFL1P2
ENST00000329773,ENST00000329773.3,993,MRGPRX2
ENST00000400463,ENST00000400463.8,3087,KIF17
ENST00000407371,ENST00000407371.1,,NACAP7
ENST00000526914,ENST00000526914.2,969,MRGPRX1
ENST00000456374,ENST00000456374.2,,STAG3L1
ENST00000661634,ENST00000661634.1,,LINC02730
ENST00000420373,ENST00000420373.2,,SPDYE7P
ENST00000355920,ENST00000355920.7,,
ENST00000454719,ENST00000454719.1,,
ENST00000526377,ENST00000526377.1,,
ENST00000448242,ENST00000448242.1,,
ENST00000448299,ENST00000448299.7,1137,ZNF669
ENST00000441699,ENST00000441699.1,,FKBP9P1
ENST00000455909,ENST00000455909.5,,FKBP9P1
ENST00000569353,ENST00000569353.1,,
ENST00000623850,ENST00000623850.1,,
ENST00000530367,ENST00000530367.5,,ZNF890P
ENST00000529061,ENST00000529061.7,,PMS2P3
ENST00000434898,ENST00000434898.6,,ZNF815P
ENST00000574788,ENST00000574788.6,4221,USP6
ENST00000686456,ENST00000686456.1,,
ENST00000219097,ENST00000219097.7,759,ORC6
ENST00000292586,ENST00000292586.11,1032,MRNIP
ENST00000513792,ENST00000513792.3,,ZNF767P
ENST00000377670,ENST00000377670.9,2010,HIF3A
ENST00000472212,ENST00000472212.5,,ZNF767P
ENST00000479881,ENST00000479881.1,,DPY19L2P4
ENST00000299106,ENST00000299106.9,933,JAM3
ENST00000389420,ENST00000389420.8,5733,ADAMTS20
ENST00000691157,ENST00000691157.1,,DPY19L2P4
ENST00000575546,ENST00000575546.1,,
ENST00000394809,ENST00000394809.9,2460,MYLK3
ENST00000410516,ENST00000410516.1,,RN7SKP150
ENST00000516393,ENST00000516393.1,,Y_RNA
ENST00000443595,ENST00000443595.2,,FAM185BP
ENST00000499601,ENST00000499601.2,,MRNIP-DT
ENST00000534330,ENST00000534330.1,,PTP4A2P2
ENST00000684844,ENST00000684844.1,,
ENST00000532608,ENST00000532608.1,,
ENST00000405975,ENST00000405975.7,5862,THADA
ENST00000531710,ENST00000531710.1,,
ENST00000642039,ENST00000642039.1,,
ENST00000566331,ENST00000566331.1,,
ENST00000339746,ENST00000339746.9,2184,ANKRD6
ENST00000647868,ENST00000647868.1,,CASTOR3P
ENST00000301072,ENST00000301072.11,1350,TUBA1C
ENST00000285697,ENST00000285697.9,465,C16orf87
ENST00000695324,ENST00000695324.1,711,INCA1
ENST00000565489,ENST00000565489.1,,CKBP1
ENST00000434500,ENST00000434500.6,,CCT6P1
ENST00000562529,ENST00000562529.1,,
ENST00000362926,ENST00000362926.1,,RNU6-924P
ENST00000596807,ENST00000596807.1,,
ENST00000281187,ENST00000281187.10,1011,VPS26B
ENST00000576808,ENST00000576808.1,,
ENST00000616832,ENST00000616832.1,,
ENST00000471305,ENST00000471305.3,,RN7SL11P
ENST00000622931,ENST00000622931.1,,
ENST00000650447,ENST00000650447.1,,
ENST00000575034,ENST00000575034.5,,RNF213-AS1
ENST00000710313,ENST00000710313.1,,
ENST00000405580,ENST00000405580.2,,
ENST00000663228,ENST00000663228.1,,
ENST00000417479,ENST00000417479.2,,
ENST00000313708,ENST00000313708.11,1776,EBF1
ENST00000608721,ENST00000608721.1,,MAP3K4-AS1
ENST00000378119,ENST00000378119.9,690,C6orf62
ENST00000689490,ENST00000689490.1,,
ENST00000340124,ENST00000340124.9,1572,GPT2
ENST00000565469,ENST00000565469.4,693,ARMH2
ENST00000562221,ENST00000562221.1,183,
ENST00000690863,ENST00000690863.2,,DSP-AS1
ENST00000233957,ENST00000233957.7,1626,IL18R1
ENST00000327097,ENST00000327097.5,1563,MARCO
ENST00000441223,ENST00000441223.4,546,FAM237A
ENST00000012443,ENST00000012443.9,1500,PPP5C
ENST00000409867,ENST00000409867.6,777,ANKRD30BL
ENST00000686363,ENST00000686363.1,,
ENST00000328379,ENST00000328379.6,423,PTRHD1
ENST00000317089,ENST00000317089.10,1239,DNAJA2
ENST00000341541,ENST00000341541.8,678,THYN1
ENST00000328939,ENST00000328939.9,651,KCNIP1
ENST00000562536,ENST00000562536.2,,DNAJA2-DT
ENST00000564193,ENST00000564193.1,,
ENST00000317775,ENST00000317775.11,4305,NOS1
ENST00000568326,ENST00000568326.1,,
ENST00000518387,ENST00000518387.1,,KCNIP1-OT1
ENST00000565692,ENST00000565692.1,,FRG2KP
ENST00000524312,ENST00000524312.1,,
ENST00000454445,ENST00000454445.2,,DPY19L2P1
ENST00000518137,ENST00000518137.6,849,ENDOV
ENST00000567098,ENST00000567098.1,,RBM22P12
ENST00000523591,ENST00000523591.1,,KCNIP1-AS1
ENST00000563247,ENST00000563247.1,,
ENST00000563338,ENST00000563338.1,,
ENST00000599645,ENST00000599645.1,,
ENST00000518172,ENST00000518172.1,,
ENST00000307522,ENST00000307522.5,1617,CCDC8
ENST00000404530,ENST00000404530.6,894,MEMO1
ENST00000593323,ENST00000593323.2,1683,FAM90A27P
ENST00000318203,ENST00000318203.9,1302,ZSCAN4
ENST00000598782,ENST00000598782.2,,
ENST00000339647,ENST00000339647.6,2058,UBC
ENST00000269856,ENST00000269856.5,2010,FEM1A
ENST00000601192,ENST00000601192.1,,
ENST00000248244,ENST00000248244.6,2139,TICAM1
ENST00000702478,ENST00000702478.1,,
ENST00000591657,ENST00000591657.1,,
ENST00000428370,ENST00000428370.1,,RABGEF1P1
ENST00000379802,ENST00000379802.8,8616,DSP
ENST00000686087,ENST00000686087.1,,
ENST00000692299,ENST00000692299.1,,
ENST00000367454,ENST00000367454.6,987,UCHL5
ENST00000584535,ENST00000584535.1,,MIR4730
ENST00000562672,ENST00000562672.2,,
ENST00000624285,ENST00000624285.1,,
ENST00000337288,ENST00000337288.10,1113,STARD7
ENST00000221957,ENST00000221957.9,1305,PLIN3
ENST00000435536,ENST00000435536.5,,DPY19L2P2
ENST00000306773,ENST00000306773.5,1299,NPTX1
ENST00000563678,ENST00000563678.1,,CLUHP3
ENST00000614576,ENST00000614576.1,,
ENST00000569175,ENST00000569175.2,,
ENST00000576526,ENST00000576526.1,,
ENST00000603167,ENST00000603167.1,,
ENST00000450133,ENST00000450133.5,,RP9P
ENST00000471666,ENST00000471666.1,,RPL32P31
ENST00000448339,ENST00000448339.1,,RPL31P7
ENST00000576632,ENST00000576632.1,,
ENST00000281182,ENST00000281182.9,1248,ACAD8
ENST00000642557,ENST00000642557.4,237,SMIM1
ENST00000575404,ENST00000575404.1,,
ENST00000650722,ENST00000650722.2,987,ARRDC5
ENST00000381639,ENST00000381639.3,,RP9P
ENST00000480264,ENST00000480264.1,,
ENST00000265294,ENST00000265294.9,1323,GABRP
ENST00000001146,ENST00000001146.7,1539,CYP26B1
ENST00000494330,ENST00000494330.3,,RN7SL623P
ENST00000525536,ENST00000525536.1,,
ENST00000522096,ENST00000522096.1,,
ENST00000705515,ENST00000705515.1,,MARCHF6-DT
ENST00000316491,ENST00000316491.14,381,KRBOX5
ENST00000700950,ENST00000700950.1,,
ENST00000377801,ENST00000377801.8,966,PLCXD3
ENST00000504215,ENST00000504215.1,,
ENST00000256722,ENST00000256722.10,1350,CMPK2
ENST00000421140,ENST00000421140.6,,NSUN5P1
ENST00000453858,ENST00000453858.3,,SBDSP1
ENST00000302351,ENST00000302351.9,1770,ENC1
ENST00000423945,ENST00000423945.6,,SBDSP1
ENST00000384388,ENST00000384388.1,,RNU6-31P
ENST00000457832,ENST00000457832.1,,BICD1P1
ENST00000411160,ENST00000411160.1,,RNA5SP115
ENST00000516950,ENST00000516950.1,,Y_RNA
ENST00000364629,ENST00000364629.1,,RNU6-312P
ENST00000397545,ENST00000397545.9,3429,CCDC40
ENST00000517107,ENST00000517107.1,,RNU6-762P
ENST00000570073,ENST00000570073.2,,
ENST00000568379,ENST00000568379.1,,VN1R67P
ENST00000567043,ENST00000567043.2,,
ENST00000418822,ENST00000418822.1,,VN1R3
ENST00000573796,ENST00000573796.2,,RPL23AP86
ENST00000352103,ENST00000352103.6,,STAG3L4
ENST00000573260,ENST00000573260.1,,
ENST00000235150,ENST00000235150.5,2196,RNF19B
ENST00000579691,ENST00000579691.2,,MIR1268B
ENST00000647855,ENST00000647855.1,,STAG3L4
ENST00000412466,ENST00000412466.4,,PMS2P4
ENST00000650932,ENST00000650932.1,2382,UHRF1
ENST00000373816,ENST00000373816.6,1692,GMEB1
ENST00000649764,ENST00000649764.2,1236,EIF4A3
ENST00000585937,ENST00000585937.1,171,
ENST00000624270,ENST00000624270.1,,
ENST00000619415,ENST00000619415.1,,
ENST00000234296,ENST00000234296.7,1734,ORC2
ENST00000570309,ENST00000570309.1,,
ENST00000591899,ENST00000591899.8,171,UQCR11
ENST00000695611,ENST00000695611.1,,
ENST00000580658,ENST00000580658.1,,
ENST00000581727,ENST00000581727.1,,
ENST00000413848,ENST00000413848.1,,
ENST00000584057,ENST00000584057.1,,MIR4747
ENST00000516561,ENST00000516561.1,,RNA5SP438
ENST00000517124,ENST00000517124.1,,RNU6-1223P
ENST00000577709,ENST00000577709.1,,
ENST00000429216,ENST00000429216.1,,HNRNPA1P35
ENST00000432419,ENST00000432419.1,,RPL23AP30
ENST00000583224,ENST00000583224.3,,
ENST00000516339,ENST00000516339.1,,RNU6-1206P
ENST00000621081,ENST00000621081.1,,Metazoa_SRP
ENST00000448256,ENST00000448256.1,,
ENST00000503057,ENST00000503057.6,4404,LIMCH1
ENST00000416091,ENST00000416091.1,,RPL17P10
ENST00000303225,ENST00000303225.12,1086,FUT3
ENST00000440965,ENST00000440965.1,,IMPDH1P10
ENST00000580792,ENST00000580792.1,,LINC01989
ENST00000261416,ENST00000261416.12,1671,HEXB
ENST00000579438,ENST00000579438.1,,
ENST00000675843,ENST00000675843.1,9171,ATM
ENST00000378569,ENST00000378569.2,300,CCL7
ENST00000415011,ENST00000415011.6,,CFLAR-AS1
ENST00000690029,ENST00000690029.1,,
ENST00000377071,ENST00000377071.9,4011,KDM2B
ENST00000462298,ENST00000462298.3,,RN7SL150P
ENST00000610908,ENST00000610908.2,,SUNO1
ENST00000482584,ENST00000482584.1,,RPL29P15
ENST00000486157,ENST00000486157.1,,RPL7AP32
ENST00000384661,ENST00000384661.1,,Y_RNA
ENST00000693532,ENST00000693532.1,,
ENST00000303746,ENST00000303746.10,1389,KREMEN2
ENST00000364639,ENST00000364639.2,,Y_RNA
ENST00000671192,ENST00000671192.1,,
ENST00000305869,ENST00000305869.4,294,CCL11
ENST00000651666,ENST00000651666.1,,LINC02174
ENST00000399152,ENST00000399152.2,,
ENST00000459460,ENST00000459460.1,,RNU7-45P
ENST00000424739,ENST00000424739.1,,RPL38P5
ENST00000434645,ENST00000434645.1,,
ENST00000570025,ENST00000570025.1,,MIR762HG
ENST00000430499,ENST00000430499.1,,MTND5P25
ENST00000447723,ENST00000447723.1,,MTND4P23
ENST00000425022,ENST00000425022.2,,MTND4LP13
ENST00000357618,ENST00000357618.10,1047,HFE
ENST00000394620,ENST00000394620.2,300,CCL8
ENST00000685171,ENST00000685171.1,,PMS2P4
ENST00000582638,ENST00000582638.1,,
ENST00000355868,ENST00000355868.4,1419,WDR88
ENST00000692499,ENST00000692499.1,,
ENST00000506823,ENST00000506823.6,1806,GALNTL6
ENST00000225844,ENST00000225844.7,297,CCL13
ENST00000237889,ENST00000237889.9,297,NDUFB3
ENST00000284376,ENST00000284376.8,2559,CC2D1B
ENST00000513791,ENST00000513791.1,,
ENST00000225842,ENST00000225842.4,291,CCL1
ENST00000253193,ENST00000253193.9,2313,LRP3
ENST00000507880,ENST00000507880.1,,
ENST00000356347,ENST00000356347.3,,ZNF876P
ENST00000653506,ENST00000653506.1,,
ENST00000662764,ENST00000662764.1,,
ENST00000398732,ENST00000398732.3,,ZNF876P
ENST00000590117,ENST00000590117.1,,
ENST00000668498,ENST00000668498.1,,
ENST00000511111,ENST00000511111.1,,
ENST00000609744,ENST00000609744.1,,
ENST00000507882,ENST00000507882.1,,
ENST00000623218,ENST00000623218.1,,
ENST00000441212,ENST00000441212.1,,
ENST00000458314,ENST00000458314.1,,ITGA6-AS1
ENST00000419098,ENST00000419098.6,1758,ZNF732
ENST00000653800,ENST00000653800.2,,
ENST00000507448,ENST00000507448.1,,
ENST00000225831,ENST00000225831.4,300,CCL2
ENST00000453514,ENST00000453514.6,1455,TENT2
ENST00000431037,ENST00000431037.5,,PMS2P1
ENST00000611590,ENST00000611590.2,1068,TSPAN10
ENST00000240499,ENST00000240499.8,1425,ZNF141
ENST00000422212,ENST00000422212.1,,
ENST00000443198,ENST00000443198.2,,
ENST00000253188,ENST00000253188.8,1572,SLC7A10
ENST00000262519,ENST00000262519.14,5124,SETD1A
ENST00000434721,ENST00000434721.1,,GTF2IRD1P1
ENST00000508039,ENST00000508039.1,,
ENST00000506193,ENST00000506193.1,,
ENST00000384910,ENST00000384910.1,,MIR571
ENST00000631198,ENST00000631198.1,,
ENST00000457166,ENST00000457166.5,,GTF2IRD1P1
ENST00000514008,ENST00000514008.1,,ZNF519P4
ENST00000609771,ENST00000609771.1,,
ENST00000421252,ENST00000421252.2,,
ENST00000371236,ENST00000371236.7,1668,DAB1
ENST00000665156,ENST00000665156.1,,
ENST00000590492,ENST00000590492.1,,
ENST00000504019,ENST00000504019.1,,ABCA11P
ENST00000509131,ENST00000509131.1,,
ENST00000604605,ENST00000604605.1,,
ENST00000503167,ENST00000503167.1,,LINC01455
ENST00000589932,ENST00000589932.1,,
ENST00000587312,ENST00000587312.1,,
ENST00000592982,ENST00000592982.2,,CEBPA-DT
ENST00000593041,ENST00000593041.1,,
ENST00000487064,ENST00000487064.1,,RPS3AP50
ENST00000405044,ENST00000405044.7,633,TBC1D28
ENST00000587229,ENST00000587229.2,,AKR1B1P7
ENST00000398921,ENST00000398921.6,,SEPTIN7P2
ENST00000282406,ENST00000282406.9,4482,PLEKHH2
ENST00000284000,ENST00000284000.9,453,CEBPG
ENST00000511833,ENST00000511833.3,2772,ZNF721
ENST00000512528,ENST00000512528.3,939,MTX3
ENST00000589967,ENST00000589967.1,,
ENST00000593118,ENST00000593118.1,,LINC01987
ENST00000497298,ENST00000497298.1,,RPL21P131
ENST00000431683,ENST00000431683.7,1962,GLB1L3
ENST00000330947,ENST00000330947.7,2412,LRRC8B
ENST00000649528,ENST00000649528.3,2034,FOXP1
ENST00000433596,ENST00000433596.1,,
ENST00000516681,ENST00000516681.1,,RN7SKP66
ENST00000313033,ENST00000313033.4,969,OR5T3
ENST00000610445,ENST00000610445.2,984,OR52E5
ENST00000350881,ENST00000350881.6,2886,THBS4
ENST00000602676,ENST00000602676.6,687,OAZ1
ENST00000505179,ENST00000505179.1,,RBX1P2
ENST00000502664,ENST00000502664.6,276,GYPB
ENST00000512910,ENST00000512910.1,,TRMT112P2
ENST00000636805,ENST00000636805.2,5379,BTBD8
ENST00000503007,ENST00000503007.5,,THBS4-AS1
ENST00000509051,ENST00000509051.1,,
ENST00000621615,ENST00000621615.1,393,
ENST00000467206,ENST00000467206.1,,RPL6P15
ENST00000394688,ENST00000394688.8,1956,BRD7
ENST00000342063,ENST00000342063.5,1422,PEAK3
ENST00000672226,ENST00000672226.1,,
ENST00000698372,ENST00000698372.1,1779,LINGO3
ENST00000300408,ENST00000300408.8,819,PHB1
ENST00000527434,ENST00000527434.1,,WASIR2
ENST00000442856,ENST00000442856.1,,IL9RP3
ENST00000265342,ENST00000265342.12,2529,FSTL4
ENST00000653904,ENST00000653904.2,1383,PRODH2
ENST00000689783,ENST00000689783.2,,
ENST00000565120,ENST00000565120.2,,LINC01976
ENST00000691200,ENST00000691200.2,,
ENST00000335568,ENST00000335568.10,1590,UGT2B28
ENST00000586560,ENST00000586560.1,,ATXN7L3-AS1
ENST00000515122,ENST00000515122.1,,
ENST00000508950,ENST00000508950.5,,
ENST00000293861,ENST00000293861.8,372,SNRNP25
ENST00000509304,ENST00000509304.2,,
ENST00000507964,ENST00000507964.1,,
ENST00000382409,ENST00000382409.4,1698,DEAF1
ENST00000408360,ENST00000408360.1,,MIR1289-2
ENST00000625048,ENST00000625048.1,,
ENST00000624830,ENST00000624830.1,,
ENST00000508392,ENST00000508392.1,,
ENST00000510090,ENST00000510090.2,,
ENST00000594797,ENST00000594797.6,222,PET100
ENST00000260605,ENST00000260605.12,1056,DYNC2LI1
ENST00000508771,ENST00000508771.2,,
ENST00000693428,ENST00000693428.1,,
ENST00000511504,ENST00000511504.2,,UGT2B25P
ENST00000508073,ENST00000508073.2,,
ENST00000514441,ENST00000514441.2,,UGT2B24P
ENST00000502633,ENST00000502633.2,,
ENST00000510750,ENST00000510750.1,,
ENST00000269097,ENST00000269097.9,1041,G6PC3
ENST00000369622,ENST00000369622.8,1872,SYNCRIP
ENST00000305107,ENST00000305107.7,1587,UGT2B4
ENST00000438487,ENST00000438487.1,,GTF2IP13
ENST00000405322,ENST00000405322.8,1956,ABCG5
ENST00000670476,ENST00000670476.1,,
ENST00000609439,ENST00000609439.2,,
ENST00000575779,ENST00000575779.2,2424,ZNF594
ENST00000219400,ENST00000219400.8,240,CMC2
ENST00000314358,ENST00000314358.10,5286,KDM3B
ENST00000414296,ENST00000414296.2,,DPY19L2P3
ENST00000450686,ENST00000450686.1,,LINC01004
ENST00000453677,ENST00000453677.1,,KMT2E-AS1
ENST00000286604,ENST00000286604.9,1584,UGT2A1
ENST00000689075,ENST00000689075.1,,
ENST00000574081,ENST00000574081.6,438,SCIMP
ENST00000272286,ENST00000272286.4,2022,ABCG8
ENST00000644923,ENST00000644923.2,1206,SLC35B3
ENST00000364054,ENST00000364054.1,,RNU6-1048P
ENST00000580629,ENST00000580629.2,,RN7SL455P
ENST00000403786,ENST00000403786.1,,
ENST00000221283,ENST00000221283.10,1782,STXBP2
ENST00000575056,ENST00000575056.1,,
ENST00000516790,ENST00000516790.1,,RNU6-566P
ENST00000449397,ENST00000449397.1,,PDSS1P2
ENST00000609837,ENST00000609837.1,,PPM1B-DT
ENST00000475092,ENST00000475092.4,948,C1GALT1C1L
ENST00000425226,ENST00000425226.1,,KRT8P15
ENST00000685067,ENST00000685067.1,,
ENST00000702637,ENST00000702637.1,,
ENST00000469408,ENST00000469408.6,1986,PUS7
ENST00000696270,ENST00000696270.1,5811,TNRC6C
ENST00000601538,ENST00000601538.6,5550,SHANK2
ENST00000360541,ENST00000360541.10,1314,ETF1
ENST00000367210,ENST00000367210.3,2433,ZC3H11A
ENST00000685985,ENST00000685985.2,,
ENST00000250076,ENST00000250076.8,1335,ZNF232
ENST00000355312,ENST00000355312.8,2280,GIT2
ENST00000359120,ENST00000359120.9,2190,SH3RF2
ENST00000680020,ENST00000680020.1,1083,MRPS22
ENST00000311450,ENST00000311450.9,534,PLAC8L1
ENST00000622185,ENST00000622185.1,,U2
ENST00000471222,ENST00000471222.3,,LINC01214
ENST00000514002,ENST00000514002.1,,
ENST00000670456,ENST00000670456.1,,
ENST00000687084,ENST00000687084.1,753,IZUMO1R
ENST00000525539,ENST00000525539.5,7379,PKD1L2
ENST00000382952,ENST00000382952.8,1290,CTBP1
ENST00000330083,ENST00000330083.6,1230,ATAT1
ENST00000261584,ENST00000261584.9,3561,PALB2
ENST00000358105,ENST00000358105.8,702,CFAP299
ENST00000506637,ENST00000506637.2,,
ENST00000702432,ENST00000702432.1,,IER3-AS1
ENST00000319070,ENST00000319070.3,1647,WFIKKN1
ENST00000419357,ENST00000419357.6,,LINC00243
ENST00000282701,ENST00000282701.4,1419,BMP3
ENST00000702471,ENST00000702471.1,,LINC02570
ENST00000462446,ENST00000462446.6,4182,MUCL3
ENST00000682330,ENST00000682330.1,2997,ANO2
ENST00000613113,ENST00000613113.4,,GGNBP1
ENST00000460792,ENST00000460792.3,,RN7SL26P
ENST00000619776,ENST00000619776.1,,Metazoa_SRP
ENST00000349033,ENST00000349033.10,4356,TEX14
ENST00000438828,ENST00000438828.4,2178,CARF
ENST00000374467,ENST00000374467.4,636,BAK1
ENST00000477984,ENST00000477984.1,,LINC00336
ENST00000301686,ENST00000301686.13,615,METTL26
ENST00000264399,ENST00000264399.6,2289,PRKG2
ENST00000460851,ENST00000460851.6,1758,EIF2A
ENST00000449849,ENST00000449849.2,,KRT8P52
ENST00000604508,ENST00000604508.1,,
ENST00000449851,ENST00000449851.1,,RPL7P14
ENST00000390893,ENST00000390893.2,,U3
ENST00000365189,ENST00000365189.1,,
ENST00000362556,ENST00000362556.1,,RNU1-108P
ENST00000646891,ENST00000646891.2,2301,BRAF
ENST00000578177,ENST00000578177.2,,
ENST00000445936,ENST00000445936.1,,
ENST00000384190,ENST00000384190.1,,RNU1-52P
ENST00000413895,ENST00000413895.1,,RPL23AP36
ENST00000364127,ENST00000364127.1,,RNVU1-34
ENST00000621624,ENST00000621624.1,,
ENST00000431098,ENST00000431098.1,,RPL12P16
ENST00000616695,ENST00000616695.1,,Metazoa_SRP
ENST00000516056,ENST00000516056.1,,RNU6-518P
ENST00000580309,ENST00000580309.1,,
ENST00000512502,ENST00000512502.5,,PRKG2-AS1
ENST00000580812,ENST00000580812.1,,TWF1P1
ENST00000384337,ENST00000384337.1,,RNU5A-2P
ENST00000510795,ENST00000510795.2,,BMPR1B-DT
ENST00000362205,ENST00000362205.1,,MIR26A1
ENST00000397621,ENST00000397621.6,1440,FBXL16
ENST00000225387,ENST00000225387.8,648,CRYBA1
ENST00000623057,ENST00000623057.2,,
ENST00000543963,ENST00000543963.5,2259,MSLNL
ENST00000225388,ENST00000225388.9,2088,NUFIP2
ENST00000492004,ENST00000492004.1,,RPL35AP35
ENST00000244137,ENST00000244137.12,1482,PEPD
ENST00000372805,ENST00000372805.8,1428,CAP1
ENST00000383759,ENST00000383759.7,2571,VILL
ENST00000393450,ENST00000393450.5,594,MYL4
